0,80551.5
1,16720.5
2,12752.8
3,10294.8
4,8641.79
5,8399.79
6,6056.6
7,5710.86
8,4457.56
9,4266.67
10,3797.92
11,3588.7
12,3315.82
13,3099.08
14,3008.83
15,2812.8
16,2754.92
17,2696.34
18,2536.97
19,2409.77
20,2326.87
21,2153.26
22,1966.49
23,1934.56
24,1807.48
25,1758.23
26,1687.8
27,1640.43
28,1578.24
29,1505.99
30,1499.14
31,1469.75
32,1398.01
33,1329.63
34,1312.17
35,1277.73
36,1269.28
37,1254.6
38,1195.17
39,1172.72
40,1145.26
41,1126.65
42,1094.48
43,1069.65
44,1042.69
45,1020.84
46,997.588
47,977.853
48,965.925
49,926.65
50,913.752
51,882.814
52,871.992
53,846.111
54,827.319
55,806.636
56,793.741
57,787.319
58,773.855
59,750.012
60,735.116
61,725.836
62,712.032
63,705.572
64,677.415
65,665.655
66,654.656
67,640.379
68,634.739
69,625.367
70,618.663
71,605.699
72,600.862
73,578.443
74,570.13
75,560.297
76,552.932
77,544.089
78,532.091
79,519.911
80,517.313
81,513.856
82,502.996
83,497.863
84,491.622
85,486.376
86,478.68
87,477.361
88,460.081
89,458.576
90,454.67
91,450.583
92,443.894
93,437.472
94,431.663
95,427.049
96,422.411
97,405.777
98,402.61
99,398.745
100,392.077
101,386.686
102,380.185
103,374.06
104,371.229
105,365.548
106,357.473
107,355.297
108,349.921
109,347.593
110,341.292
111,336.537
112,330.094
113,328.082
114,318.883
115,317.111
116,313.004
117,312.661
118,310.174
119,304.791
120,303.145
121,296.195
122,294.058
123,291.744
124,286.666
125,283.099
126,281.04
127,277.07
128,273.41
129,272.935
130,266.637
131,261.658
132,259.728
133,257.249
134,252.524
135,252.001
136,249.95
137,245.137
138,241.551
139,239.544
140,237.014
141,234.921
142,234.497
143,231.387
144,230.181
145,227.747
146,225.651
147,223.887
148,222.579
149,219.217
150,216.323
151,213.528
152,210.671
153,208.728
154,205.709
155,204.803
156,204.263
157,201.766
158,200.171
159,198.046
160,197.135
161,195.283
162,194.152
163,192.823
164,191.783
165,190.801
166,187.857
167,186.28
168,184.887
169,183.487
170,181.889
171,180.278
172,179.21
173,178.389
174,177.077
175,174.141
176,172.638
177,171.36
178,170.804
179,169.215
180,167.548
181,165.712
182,164.766
183,164.002
184,163.719
185,161.987
186,160.507
187,158.352
188,157.608
189,156.739
190,155.869
191,154.942
192,153.894
193,152.505
194,151.821
195,149.955
196,149.54
197,148.782
198,148.486
199,146.796
200,145.795
201,145.435
202,145.136
203,144.19
204,142.468
205,140.151
206,140.043
207,139.457
208,138.922
209,137.849
210,136.975
211,136.601
212,136.038
213,134.024
214,133.64
215,132.662
216,132.525
217,131.279
218,130.96
219,130.277
220,129.014
221,128.938
222,128.15
223,127.526
224,127.141
225,125.509
226,124.732
227,124.611
228,124.038
229,123.117
230,122.557
231,121.251
232,121.032
233,119.952
234,118.923
235,118.214
236,117.499
237,116.981
238,116.412
239,116.085
240,115.132
241,114.152
242,113.296
243,112.803
244,112.148
245,112.07
246,111.627
247,111.028
248,110.488
249,109.944
250,109.82
251,108.802
252,107.818
253,107.102
254,106.553
255,106.51
256,105.829
257,104.635
258,104.191
259,103.922
260,102.716
261,102.256
262,101.742
263,101.494
264,101.228
265,100.333
266,99.8893
267,99.0973
268,98.6916
269,98.0319
270,97.4916
271,97.1414
272,96.752
273,95.6834
274,95.4942
275,95.1699
276,94.6323
277,93.9664
278,93.4285
279,92.7431
280,92.622
281,92.5371
282,91.5578
283,91.227
284,90.5818
285,89.7268
286,89.3171
287,89.1395
288,88.4498
289,87.8367
290,87.7699
291,86.8207
292,86.5148
293,85.9629
294,84.9176
295,84.4021
296,83.8465
297,83.5618
298,83.3728
299,83.308
300,82.2946
301,81.6566
302,81.4105
303,81.1379
304,80.5855
305,80.2145
306,79.6118
307,79.1489
308,78.266
309,78.1529
310,77.4465
311,77.3819
312,76.6524
313,76.1478
314,75.8639
315,75.6708
316,75.3905
317,74.8383
318,74.0509
319,73.5799
320,73.3697
321,72.8743
322,72.4021
323,72.2439
324,71.9617
325,71.2922
326,70.6991
327,70.1992
328,69.9089
329,69.8135
330,68.8886
331,68.6828
332,68.6019
333,67.5065
334,67.4685
335,67.0474
336,66.3565
337,66.0054
338,65.4818
339,64.8484
340,64.4074
341,64.1431
342,63.5876
343,63.4736
344,63.0992
345,62.5762
346,62.323
347,62.0382
348,61.2706
349,61.1058
350,60.4609
351,60.2261
352,59.4581
353,59.1337
354,58.8724
355,58.374
356,57.855
357,57.3325
358,56.9885
359,56.1956
360,55.9565
361,55.8666
362,55.6294
363,55.0808
364,54.8257
365,54.4813
366,53.7038
367,53.0006
368,52.7645
369,52.4458
370,52.2892
371,51.7139
372,51.3932
373,50.8475
374,50.6229
375,50.2761
376,49.7911
377,49.4538
378,49.2072
379,48.4402
380,48.0486
381,47.9654
382,47.905
383,47.3884
384,46.6322
385,46.4155
386,46.2026
387,45.6197
388,45.2842
389,45.1509
390,44.3637
391,44.0654
392,43.8137
393,43.3911
394,43.3425
395,42.9369
396,42.3558
397,42.2561
398,41.7342
399,41.1403
400,40.7684
401,40.3786
402,40.2823
403,39.7589
404,39.5955
405,38.9234
406,38.6071
407,38.1228
408,37.7235
409,37.2053
410,36.8879
411,36.7658
412,36.3927
413,35.8909
414,35.4229
415,35.0775
416,34.9178
417,34.1823
418,33.8243
419,33.8091
420,33.427
421,33.1708
422,32.6665
423,32.1081
424,31.7646
425,30.9194
426,30.7321
427,30.4398
428,30.2542
429,29.7529
430,29.4524
431,29.0576
432,28.2524
433,28.0872
434,27.8909
435,27.2567
436,27.1279
437,26.6701
438,26.1166
439,25.9202
440,25.6337
441,25.3504
442,24.8072
443,24.7014
444,23.9403
445,23.6695
446,23.0761
447,22.8165
448,22.5844
449,22.2021
450,21.9378
451,21.7625
452,21.4768
453,21.0452
454,20.5591
455,19.8442
456,19.5575
457,19.334
458,18.662
459,18.6153
460,18.5544
461,17.7555
462,17.5559
463,17.3615
464,16.8287
465,16.4844
466,16.2321
467,15.7682
468,15.6419
469,15.3434
470,14.9029
471,14.3571
472,13.9101
473,13.4379
474,13.0235
475,12.7269
476,12.3346
477,11.9938
478,11.6942
479,11.5869
480,11.2213
481,10.8483
482,10.6254
483,9.8013
484,9.46539
485,9.30987
486,9.17918
487,8.54418
488,8.38325
489,8.11503
490,7.59414
491,7.07602
492,6.59326
493,6.23914
494,5.66253
495,5.19959
496,5.12713
497,4.57521
498,4.48926
499,4.20816
500,3.98448
501,3.4856
502,3.28474
503,2.75032
504,2.61771
505,2.33255
506,1.99375
507,1.49067
508,1.372
509,0.919198
510,0.396194
511,0.189509
